2022-11-17 14:36:01.357 UTC,,,1,,637646d1.1,1,,2022-11-17 14:36:01 UTC,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster",,0
2022-11-17 14:36:01.357 UTC,,,1,,637646d1.1,2,,2022-11-17 14:36:01 UTC,,0,LOG,00000,"starting PostgreSQL 15.1 on x86_64-pc-linux-musl, compiled by gcc (Alpine 11.2.1_git20220219) 11.2.1 20220219, 64-bit",,,,,,,,,"","postmaster",,0
2022-11-17 14:36:01.357 UTC,,,1,,637646d1.1,3,,2022-11-17 14:36:01 UTC,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2022-11-17 14:36:01.358 UTC,,,1,,637646d1.1,4,,2022-11-17 14:36:01 UTC,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2022-11-17 14:36:01.363 UTC,,,1,,637646d1.1,5,,2022-11-17 14:36:01 UTC,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2022-11-17 14:36:01.371 UTC,,,24,,637646d1.18,1,,2022-11-17 14:36:01 UTC,,0,LOG,00000,"database system was shut down at 2022-11-17 13:04:07 UTC",,,,,,,,,"","startup",,0
2022-11-17 14:36:01.384 UTC,,,1,,637646d1.1,6,,2022-11-17 14:36:01 UTC,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2022-11-17 14:36:06.950 UTC,"app","postgres",28,"172.23.0.9:52132",637646d6.1c,1,"SET",2022-11-17 14:36:06 UTC,3/2,0,LOG,00000,"execute <unnamed>: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-11-17 14:36:06.950 UTC,"app","postgres",28,"172.23.0.9:52132",637646d6.1c,2,"SET",2022-11-17 14:36:06 UTC,3/3,0,LOG,00000,"execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'",,,,,,,,,"","client backend",,0
2022-11-17 14:36:06.965 UTC,"app","postgres",28,"172.23.0.9:52132",637646d6.1c,3,"SHOW",2022-11-17 14:36:06 UTC,3/5,0,LOG,00000,"execute <unnamed>: SHOW TRANSACTION ISOLATION LEVEL",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-11-17 14:36:07.126 UTC,"app","postgres",29,"172.23.0.9:52146",637646d7.1d,1,"SET",2022-11-17 14:36:07 UTC,4/2,0,LOG,00000,"execute <unnamed>: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.127 UTC,"app","postgres",29,"172.23.0.9:52146",637646d7.1d,2,"SET",2022-11-17 14:36:07 UTC,4/3,0,LOG,00000,"execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.145 UTC,"app","postgres",30,"172.23.0.9:52154",637646d7.1e,1,"SET",2022-11-17 14:36:07 UTC,5/2,0,LOG,00000,"execute <unnamed>: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.146 UTC,"app","postgres",30,"172.23.0.9:52154",637646d7.1e,2,"SET",2022-11-17 14:36:07 UTC,5/3,0,LOG,00000,"execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.164 UTC,"app","postgres",31,"172.23.0.9:52158",637646d7.1f,1,"SET",2022-11-17 14:36:07 UTC,6/2,0,LOG,00000,"execute <unnamed>: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.164 UTC,"app","postgres",31,"172.23.0.9:52158",637646d7.1f,2,"SET",2022-11-17 14:36:07 UTC,6/3,0,LOG,00000,"execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.178 UTC,"app","postgres",32,"172.23.0.9:52166",637646d7.20,1,"SET",2022-11-17 14:36:07 UTC,7/2,0,LOG,00000,"execute <unnamed>: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.178 UTC,"app","postgres",32,"172.23.0.9:52166",637646d7.20,2,"SET",2022-11-17 14:36:07 UTC,7/3,0,LOG,00000,"execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.192 UTC,"app","postgres",33,"172.23.0.9:52168",637646d7.21,1,"SET",2022-11-17 14:36:07 UTC,8/2,0,LOG,00000,"execute <unnamed>: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.193 UTC,"app","postgres",33,"172.23.0.9:52168",637646d7.21,2,"SET",2022-11-17 14:36:07 UTC,8/3,0,LOG,00000,"execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.235 UTC,"app","postgres",34,"172.23.0.9:52170",637646d7.22,1,"SET",2022-11-17 14:36:07 UTC,9/2,0,LOG,00000,"execute <unnamed>: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.235 UTC,"app","postgres",34,"172.23.0.9:52170",637646d7.22,2,"SET",2022-11-17 14:36:07 UTC,9/3,0,LOG,00000,"execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.252 UTC,"app","postgres",35,"172.23.0.9:52186",637646d7.23,1,"SET",2022-11-17 14:36:07 UTC,10/2,0,LOG,00000,"execute <unnamed>: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.252 UTC,"app","postgres",35,"172.23.0.9:52186",637646d7.23,2,"SET",2022-11-17 14:36:07 UTC,10/3,0,LOG,00000,"execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.269 UTC,"app","postgres",36,"172.23.0.9:52188",637646d7.24,1,"SET",2022-11-17 14:36:07 UTC,11/2,0,LOG,00000,"execute <unnamed>: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.269 UTC,"app","postgres",36,"172.23.0.9:52188",637646d7.24,2,"SET",2022-11-17 14:36:07 UTC,11/3,0,LOG,00000,"execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.291 UTC,"app","postgres",37,"172.23.0.9:52192",637646d7.25,1,"SET",2022-11-17 14:36:07 UTC,12/2,0,LOG,00000,"execute <unnamed>: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.291 UTC,"app","postgres",37,"172.23.0.9:52192",637646d7.25,2,"SET",2022-11-17 14:36:07 UTC,12/3,0,LOG,00000,"execute <unnamed>: SET application_name = 'PostgreSQL JDBC Driver'",,,,,,,,,"","client backend",,0
2022-11-17 14:36:07.626 UTC,"app","postgres",28,"172.23.0.9:52132",637646d6.1c,4,"SELECT",2022-11-17 14:36:06 UTC,3/7,0,LOG,00000,"execute <unnamed>: select current_schema()",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-11-17 14:36:07.628 UTC,"app","postgres",28,"172.23.0.9:52132",637646d6.1c,5,"SELECT",2022-11-17 14:36:06 UTC,3/8,0,LOG,00000,"execute <unnamed>: select current_schema()",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-11-17 14:36:09.040 UTC,"app","postgres",39,"172.23.0.12:59966",637646d9.27,1,"idle",2022-11-17 14:36:09 UTC,13/2,0,LOG,00000,"statement: ;",,,,,,,,,"","client backend",,0
2022-11-17 14:36:09.040 UTC,"app","postgres",39,"172.23.0.12:59966",637646d9.27,2,"idle",2022-11-17 14:36:09 UTC,13/3,0,LOG,00000,"statement: SELECT version();",,,,,,,,,"","client backend",,0
2022-11-17 14:36:09.043 UTC,"app","postgres",39,"172.23.0.12:59966",637646d9.27,3,"idle",2022-11-17 14:36:09 UTC,13/4,0,LOG,00000,"statement: SELECT name, setting, COALESCE(unit, ''), short_desc, vartype FROM pg_settings WHERE vartype IN ('bool', 'integer', 'real') AND name != 'sync_commit_cancel_wait';",,,,,,,,,"","client backend",,0
2022-11-17 14:36:09.046 UTC,"app","postgres",40,"172.23.0.12:59970",637646d9.28,1,"idle",2022-11-17 14:36:09 UTC,14/2,0,LOG,00000,"statement: SELECT pg_database.datname
		,pg_database_size(pg_database.datname)
		FROM pg_database;",,,,,,,,,"","client backend",,0
2022-11-17 14:36:09.051 UTC,"app","postgres",38,"172.23.0.12:59960",637646d9.26,1,"idle",2022-11-17 14:36:09 UTC,15/2,0,LOG,00000,"statement: SELECT
			 checkpoints_timed
			 ,checkpoints_req
			 ,checkpoint_write_time
			 ,checkpoint_sync_time
			 ,buffers_checkpoint
			 ,buffers_clean
			 ,maxwritten_clean
			 ,buffers_backend
			 ,buffers_backend_fsync
			 ,buffers_alloc
			 ,stats_reset
		 FROM pg_stat_bgwriter;",,,,,,,,,"","client backend",,0
2022-11-17 14:36:09.062 UTC,"app","postgres",39,"172.23.0.12:59966",637646d9.27,4,"idle",2022-11-17 14:36:09 UTC,13/5,0,LOG,00000,"statement: 
			SELECT
				pg_database.datname,
				tmp.state,
				COALESCE(count,0) as count,
				COALESCE(max_tx_duration,0) as max_tx_duration
			FROM
				(
				  VALUES ('active'),
				  		 ('idle'),
				  		 ('idle in transaction'),
				  		 ('idle in transaction (aborted)'),
				  		 ('fastpath function call'),
				  		 ('disabled')
				) AS tmp(state) CROSS JOIN pg_database
			LEFT JOIN
			(
				SELECT
					datname,
					state,
					count(*) AS count,
					MAX(EXTRACT(EPOCH FROM now() - xact_start))::float AS max_tx_duration
				FROM pg_stat_activity GROUP BY datname,state) AS tmp2
				ON tmp.state = tmp2.state AND pg_database.datname = tmp2.datname
			",,,,,,,,,"","client backend",,0
2022-11-17 14:36:09.078 UTC,"app","postgres",39,"172.23.0.12:59966",637646d9.27,5,"idle",2022-11-17 14:36:09 UTC,13/6,0,LOG,00000,"statement: SELECT * FROM pg_stat_database;",,,,,,,,,"","client backend",,0
